City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,masterton,-40.9597,175.6575,8.94,90,100,2.98,NZ,1720917802
281,chui,-33.6971,-53.4616,5.94,86,10,2.3,UY,1720917615
282,sunne,59.8376,13.143,18.23,99,100,1.37,SE,1720917806
283,alotau,-10.3069,150.4462,27.02,58,73,2.68,PG,1720917807
284,port saint john's,-31.6229,29.5448,16.91,61,0,2.71,ZA,1720917432
285,le port,-20.9373,55.2919,19.0,93,11,2.16,RE,1720917810
286,glace bay,46.1969,-59.957,24.36,82,75,2.57,CA,1720917811
287,orbetello,42.4408,11.2196,23.01,68,74,4.63,IT,1720917812
288,cabot,34.9745,-92.0165,32.03,69,0,2.06,US,1720917813
289,tofol,5.3248,163.0078,28.88,79,75,5.66,FM,1720917815
290,jindabyne,-36.4167,148.6333,4.21,69,43,4.02,AU,1720917816
291,kastsyukowka,52.5387,30.9173,24.0,83,0,4.0,BY,1720917817
292,port alfred,-33.5906,26.891,15.58,77,0,5.6,ZA,1720917818
293,avarua,-21.2078,-159.775,26.03,78,75,5.14,CK,1720917819
294,isla mujeres,21.2311,-86.731,29.03,82,7,4.8,MX,1720917821
295,al ghayzah,16.2079,52.176,26.4,90,100,3.14,YE,1720917368
296,nouadhibou,20.931,-17.0347,20.99,88,75,3.09,MR,1720917824
297,taro,-8.3862,115.28,23.0,74,100,1.8,ID,1720917826
298,grand gaube,-20.0064,57.6608,22.22,72,89,2.24,MU,1720917827
299,flin flon,54.7682,-101.865,22.95,34,6,3.04,CA,1720917828
300,sokcho,38.2083,128.5911,22.34,94,100,1.03,KR,1720917829
301,kikwit,-5.041,18.8162,22.5,37,6,0.98,CD,1720917830
302,crawfordsville,40.0411,-86.8745,28.62,82,12,1.75,US,1720917831
303,ad diwaniyah,31.9905,44.9306,33.51,19,5,5.45,IQ,1720917833
304,tayshet,55.9342,98.0044,19.87,67,56,1.69,RU,1720917834
305,khandyga,62.6667,135.6,27.21,44,55,1.67,RU,1720917835
306,sur,22.5667,59.5289,32.12,58,96,3.75,OM,1720917836
307,yaren,-0.5472,166.916,29.44,68,13,7.09,NR,1720917838
308,margate,51.3813,1.3862,14.27,85,15,4.72,GB,1720917839
309,jayapura,-2.5333,140.7,26.66,74,80,0.79,ID,1720917840
310,ambon,-3.6954,128.1814,25.96,70,72,5.18,ID,1720917841
311,krasnokamsk,58.0802,55.7541,10.09,77,7,1.55,RU,1720917844
312,saint-joseph,-21.3667,55.6167,18.21,75,10,4.12,RE,1720917845
313,buka,40.8108,69.1986,22.57,46,13,3.2,UZ,1720917846
314,mont-laurier,46.5501,-75.4993,24.79,87,52,1.59,CA,1720917847
315,russkaya polyana,49.417,31.9201,21.62,36,100,1.87,UA,1720917848
316,weno,7.4515,151.8468,25.97,89,100,4.12,FM,1720917850
317,camana,-16.6228,-72.7111,14.64,86,42,3.85,PE,1720917851
318,qaqortoq,60.7167,-46.0333,4.89,92,100,0.67,GL,1720917852
319,portland,45.5234,-122.6762,34.97,36,0,5.14,US,1720917270
320,kulhudhuffushi,6.6221,73.07,28.37,78,100,5.43,MV,1720917854
321,nova sintra,14.8667,-24.7167,24.56,80,99,3.96,CV,1720917856
322,tralee,52.2704,-9.7026,11.24,98,39,0.35,IE,1720917857
323,mahina,-17.5065,-149.489,25.87,83,75,2.06,PF,1720917858
324,wynyard,-41.0,145.7167,9.54,61,4,4.51,AU,1720917859
325,gateway,26.5776,-81.7504,27.19,91,0,2.06,US,1720917861
326,grants,35.1473,-107.8514,31.43,14,25,4.05,US,1720917862
327,alofi,-19.0595,-169.9187,25.94,69,75,5.66,NU,1720917863
328,kilindoni,-7.9139,39.6668,25.41,70,8,6.4,TZ,1720917864
329,asbestos,45.7668,-71.9324,21.75,94,6,1.35,CA,1720917865
330,margaret river,-33.95,115.0667,12.09,66,100,4.48,AU,1720917866
331,mili,6.0815,171.735,28.34,78,16,6.5,MH,1720917868
332,carbonear,47.7332,-53.2148,22.08,96,100,5.49,CA,1720917869
333,mogadishu,2.0371,45.3438,24.83,86,8,9.17,SO,1720917870
334,smithers,54.7804,-127.1743,24.18,31,75,6.17,CA,1720917871
335,nadi,-17.8,177.4167,27.0,65,20,5.14,FJ,1720917873
336,kapa'a,22.0752,-159.319,29.18,66,100,8.75,US,1720917875
337,labytnangi,66.6572,66.4183,12.44,66,0,0.79,RU,1720917876
338,ostersund,63.1792,14.6357,16.25,77,40,3.09,SE,1720917877
339,dangriga,16.9692,-88.2321,27.41,86,100,5.15,BZ,1720917879
340,susuman,62.7833,148.1667,24.04,38,100,1.07,RU,1720917880
341,abu jibeha,11.4562,31.2285,23.61,77,100,1.49,SD,1720917881
342,ulladulla,-35.35,150.4667,12.55,52,0,1.12,AU,1720917882
343,dubbo,-32.25,148.6167,9.07,87,40,4.12,AU,1720917884
344,kenai,60.5544,-151.2583,12.23,100,100,6.17,US,1720917885
345,trincomalee,8.5711,81.2335,27.73,77,100,9.27,LK,1720917886
346,kerman,30.2832,57.0788,26.92,24,0,4.12,IR,1720917887
347,aras-asan,8.8908,126.3033,28.51,68,97,1.81,PH,1720917888
348,mejit,10.2753,170.8646,27.98,83,93,9.95,MH,1720917890
349,akureyri,65.6835,-18.0878,14.96,63,75,6.17,IS,1720917891
350,black point,-34.6187,137.8972,12.65,73,8,3.43,AU,1720917892
351,hami,42.8,93.45,26.16,38,0,4.94,CN,1720917893
352,pohrebyshche,49.4864,29.2636,22.5,42,0,3.58,UA,1720917894
353,hailey,43.5196,-114.3153,33.92,15,0,5.14,US,1720917896
354,kaiapoi,-43.3783,172.6401,11.15,88,100,4.12,NZ,1720917897
355,kani keli,-12.9536,45.1033,25.59,71,0,10.14,YT,1720917898
356,vorozhba,51.1733,34.2192,22.03,51,0,1.94,UA,1720917899
357,mar del plata,-38.0023,-57.5575,8.82,58,0,3.13,AR,1720917902
358,springbok,-29.6643,17.8865,4.9,92,83,4.03,ZA,1720917903
359,laojunmiao,39.8333,97.7333,15.8,71,91,2.87,CN,1720917904
360,khouribga,32.9333,-6.6,23.63,35,0,1.91,MA,1720917905
361,saldanha,-33.0117,17.9442,8.03,77,30,8.57,ZA,1720917906
362,ta`u,-14.2336,-169.5144,26.43,70,100,2.51,AS,1720917908
363,new norfolk,-42.7826,147.0587,8.84,82,100,2.1,AU,1720917909
364,ishigaki,24.3448,124.1572,32.07,79,75,5.14,JP,1720917910
365,tisul',55.7611,88.3122,19.54,79,96,1.31,RU,1720917911
366,staraya kulatka,52.7167,47.6167,13.32,76,99,3.44,RU,1720917913
367,tyumen,57.1522,65.5272,15.05,94,75,3.0,RU,1720917914
368,acapulco de juarez,16.8634,-99.8901,31.9,58,40,2.06,MX,1720917660
369,el hadjira,32.6134,5.5126,37.35,13,96,2.95,DZ,1720917916
370,onguday,50.75,86.15,16.56,78,99,1.3,RU,1720917917
371,bardai,11.65,7.2333,22.9,83,100,4.22,NG,1720917918
372,betio village,1.358,172.9211,32.02,71,82,8.42,KI,1720917921
373,selebi-phikwe,-21.979,27.8498,12.82,18,0,1.96,BW,1720917922
374,amga,60.8953,131.9608,29.16,39,98,1.24,RU,1720917925
375,thinadhoo,0.5333,72.9333,28.82,70,100,3.47,MV,1720917926
376,harper,4.375,-7.7169,23.78,85,100,5.03,LR,1720917927
377,villa maria,-32.4075,-63.2402,3.23,64,0,3.66,AR,1720917928
378,saint-francois,46.4154,3.9054,11.47,94,0,1.03,FR,1720917929
379,fort mcmurray,56.7268,-111.381,22.77,35,0,5.14,CA,1720917357
380,semirara,12.0697,121.3986,27.45,75,100,2.23,PH,1720917932
381,senador jose porfirio,-2.5908,-51.9542,27.84,62,100,1.62,BR,1720917933
382,belabo,4.9333,13.3,20.48,100,100,0.9,CM,1720917934
383,springfield,37.2153,-93.2982,29.4,75,0,3.6,US,1720917935
384,okha,53.5739,142.9478,15.2,81,98,1.36,RU,1720917741
385,carnarvon,-24.8667,113.6333,19.36,64,0,5.09,AU,1720917392
386,almazan,41.4865,-2.5309,17.1,75,99,1.36,ES,1720917939
387,chenzhou,25.8,113.0333,30.83,63,100,3.24,CN,1720917940
388,priargunsk,50.3691,119.1012,28.39,42,100,3.74,RU,1720917941
389,esqueda,30.7167,-109.5833,35.69,15,13,6.79,MX,1720917942
390,fortaleza,-3.7227,-38.5247,27.07,78,0,4.63,BR,1720917943
391,sault ste. marie,46.5168,-84.3333,27.31,57,0,3.6,CA,1720917945
392,ishinomaki,38.4167,141.3,24.0,72,44,3.96,JP,1720917946
393,sil-li,39.4947,125.4736,26.69,69,97,3.14,KP,1720917947
394,soio,-6.1349,12.3689,20.56,93,89,3.67,AO,1720917948
395,benjamin hill,30.1667,-111.1,35.79,29,0,4.64,MX,1720917949
396,limassol,34.675,33.0333,26.04,83,20,2.06,CY,1720917951
397,jilin,43.0,126.0,25.04,80,6,1.89,CN,1720917952
398,sibut,5.718,19.0739,21.92,95,100,1.26,CF,1720917953
399,hithadhoo,-0.6,73.0833,28.48,74,100,2.37,MV,1720917954
400,gobabis,-22.45,18.9667,7.05,35,0,1.04,NA,1720917956
401,mutuali,-14.8706,37.0044,15.54,66,6,1.21,MZ,1720917957
402,st. john's,47.5649,-52.7093,21.82,87,75,8.75,CA,1720917958
403,ondjiva,-17.0667,15.7333,14.02,15,65,1.54,AO,1720917959
404,callao,-12.0667,-77.15,18.57,88,100,5.14,PE,1720917360
405,edmundston,47.3737,-68.3251,23.13,73,0,1.54,CA,1720917963
406,fengxian,34.7039,116.5872,26.2,80,100,3.1,CN,1720917964
407,matoury,4.8483,-52.3317,24.98,94,0,2.06,GF,1720917965
408,ar ruways,24.1103,52.7306,33.38,55,22,4.69,AE,1720917966
409,santiago,-33.4569,-70.6483,11.27,65,0,0.89,CL,1720917968
410,ivrindi,39.5839,27.4864,25.35,93,0,2.26,TR,1720917969
411,saint-philippe,-21.3585,55.7679,18.77,77,21,4.38,RE,1720917971
412,kayar,14.9192,-17.1211,27.11,82,100,3.88,SN,1720917972
413,orchard homes,46.8633,-114.0484,36.33,15,0,2.24,US,1720917974
414,springs,-26.25,28.4,11.9,15,0,2.98,ZA,1720917975
415,alta,69.9689,23.2717,10.59,83,4,3.09,NO,1720917976
416,fort bragg,35.139,-79.006,31.57,80,81,1.81,US,1720917977
417,nishinoomote,30.7333,131.0,29.31,83,75,5.14,JP,1720917978
418,pacific grove,36.6177,-121.9166,20.76,77,0,4.63,US,1720917980
419,sangla hill,31.7167,73.3833,32.47,51,23,0.57,PK,1720917981
420,nookat,40.2671,72.6207,19.42,53,99,2.05,KG,1720917982
421,tromso,69.6496,18.957,10.01,87,2,0.0,NO,1720917983
422,lieto,60.5103,22.4618,19.15,76,0,4.63,FI,1720917984
423,lata,40.1629,-8.3327,14.95,94,4,0.43,PT,1720917986
424,port lincoln,-34.7333,135.8667,13.35,72,74,4.72,AU,1720917987
425,giaginskaya,44.8621,40.0719,18.16,34,0,4.29,RU,1720917988
426,puyang chengguanzhen,35.7028,115.0053,28.17,70,23,3.16,CN,1720917989
427,akrehamn,59.2667,5.1833,16.9,88,100,4.63,NO,1720917990
428,tonk,26.1667,75.7833,30.61,65,100,3.65,IN,1720917992
429,bordighera,43.7806,7.6645,23.12,51,0,2.26,IT,1720917993
430,bel ombre,-4.6167,55.4167,25.91,83,40,8.75,SC,1720917994
431,singkil,-7.9855,111.4161,24.08,70,91,3.62,ID,1720917995
432,barra de santo antonio,-9.4047,-35.5072,23.6,78,98,6.12,BR,1720917996
433,southside,33.9245,-86.0225,32.06,65,61,0.8,US,1720917998
434,nguigmi,14.2495,13.1092,29.11,58,31,1.8,NE,1720917999
435,puerto armuelles,8.2833,-82.8667,27.99,88,100,2.24,PA,1720918000
436,lloydminster,53.2835,-110.0016,15.12,94,75,3.09,CA,1720918001
437,ayaviri,-14.8864,-70.5889,5.95,33,94,2.63,PE,1720918002
438,serhetabat,35.2799,62.3438,23.62,37,11,2.26,TM,1720918004
439,al jawf,29.5,38.75,25.76,38,5,3.9,SA,1720918005
440,tanjung selor,2.8372,117.3642,27.6,72,100,2.82,ID,1720918006
441,sungailiat,-1.85,106.1333,27.6,77,12,4.95,ID,1720918007
442,berdigestyakh,62.0989,126.6992,28.01,42,24,1.95,RU,1720918009
443,kailua-kona,19.6406,-155.9956,28.49,79,100,3.09,US,1720918010
444,santanyi,39.3546,3.1291,23.15,81,100,2.11,ES,1720918011
445,diego de almagro,-26.3667,-70.05,11.12,23,0,1.01,CL,1720918012
446,celestun,20.8667,-90.4,28.59,73,100,8.09,MX,1720918013
447,port douglas,-16.4833,145.4667,22.89,65,6,2.35,AU,1720918014
448,nabire,-3.3667,135.4833,27.39,74,83,2.83,ID,1720918016
449,progreso,21.2833,-89.6667,31.06,90,100,7.46,MX,1720918017
450,coquimbo,-29.9533,-71.3436,10.85,82,75,3.09,CL,1720918018
451,langtoucun,40.0261,124.3286,27.06,74,99,2.07,CN,1720918019
452,kokstad,-30.5472,29.4241,9.4,19,0,1.89,ZA,1720918020
453,outjo,-20.1167,16.15,10.02,43,0,2.48,NA,1720918022
454,nangomba,-10.9,38.5,17.5,68,0,0.36,TZ,1720918023
455,remire-montjoly,4.9167,-52.2667,25.02,94,0,2.06,GF,1720918024
456,vitoria da conquista,-14.8661,-40.8394,13.36,88,0,2.1,BR,1720918025
457,palikir - national government center,6.9248,158.1611,27.47,89,100,3.09,FM,1720918026
458,chiang rai,19.9167,99.9167,26.43,91,75,2.06,TH,1720918028
459,olyokminsk,60.3736,120.4264,23.76,48,95,3.46,RU,1720918029
460,ornskoldsvik,63.2909,18.7153,14.53,77,57,2.57,SE,1720918030
461,suntar,62.1444,117.6319,26.01,48,6,3.33,RU,1720918031
462,ciudad rodrigo,40.6,-6.5333,13.76,39,94,0.43,ES,1720918032
463,al kharijah,25.4514,30.5464,31.93,23,0,3.76,EG,1720918034
464,urubamba,-13.3047,-72.1158,16.5,77,73,2.52,PE,1720918035
465,cooper's town,26.8667,-77.5167,28.82,80,51,6.64,BS,1720918036
466,likisa,-8.6695,125.6875,21.07,29,4,0.76,TL,1720918037
467,strugi-krasnyye,58.2675,29.1114,17.06,97,100,1.72,RU,1720918038
468,kill devil hills,36.0307,-75.676,28.0,90,0,5.14,US,1720918040
469,santana,-0.0583,-51.1817,27.1,78,40,1.54,BR,1720918041
470,mata-utu,-13.2816,-176.1745,27.34,77,73,3.49,WF,1720918042
471,bystrzyca klodzka,50.3018,16.6423,17.88,93,100,2.05,PL,1720918043
472,colares,38.7992,-9.4469,17.64,81,6,5.81,PT,1720918044
473,victorica,-36.2151,-65.4359,7.1,42,0,5.46,AR,1720918046
474,vydrino,51.485,104.8461,14.66,73,2,1.81,RU,1720918047
475,valozhyn,54.0909,26.5225,17.92,94,100,2.27,BY,1720918048
476,el-tor,28.2364,33.6254,29.08,61,0,2.06,EG,1720918049
477,tumayr,25.7039,45.868,31.19,17,21,4.51,SA,1720918050
478,timaru,-44.4,171.25,6.71,96,98,1.48,NZ,1720918052
479,maputo,-25.9653,32.5892,15.82,77,0,3.13,MZ,1720918053
480,padre bernardo,-15.35,-48.5,17.22,41,6,1.71,BR,1720918055
481,malvan,16.0667,73.4667,26.41,90,100,10.44,IN,1720918056
482,shiguai,40.7058,110.2856,25.79,54,100,5.04,CN,1720918058
483,kingscliff,-28.2667,153.5667,18.89,48,11,2.57,AU,1720918059
484,zhanaozen,43.3,52.8,21.79,49,0,7.37,KZ,1720918060
485,shenjiamen,29.9576,122.298,25.91,95,100,6.94,CN,1720918061
486,atherton,53.5237,-2.4935,13.75,92,100,1.68,GB,1720918063
487,bargaal,11.2864,51.0773,30.41,50,20,11.17,SO,1720918064
488,brigantine,39.4101,-74.3646,25.03,91,71,2.85,US,1720918065
489,egilsstadir,65.2653,-14.3948,10.95,71,0,2.06,IS,1720918066
490,penapolis,-21.4197,-50.0775,20.28,42,92,2.01,BR,1720918067
491,luau,-10.7073,22.2247,14.51,38,0,2.06,AO,1720918069
492,puerto san jose,13.9256,-90.8244,31.03,84,40,5.14,GT,1720918070
493,barkly west,-28.5354,24.5215,5.6,62,0,3.81,ZA,1720918071
494,severo-yeniseyskiy,60.3725,93.0408,17.89,67,94,1.33,RU,1720918072
495,najran,17.4924,44.1277,33.36,39,100,4.46,SA,1720918073
496,abra pampa,-22.7205,-65.697,1.23,7,0,1.35,AR,1720918075
497,farmville,37.3021,-78.3919,27.65,64,100,1.5,US,1720918076
498,boquete,8.7833,-82.4333,20.78,86,100,1.79,PA,1720918077
499,prince rupert,54.3161,-130.3201,17.05,82,0,5.66,CA,1720918078
500,arno,60.1167,18.6333,17.66,82,100,6.46,SE,1720918079
501,cidade velha,14.9167,-23.6167,24.63,80,82,1.78,CV,1720918080
502,inhambane,-23.865,35.3833,20.93,87,0,4.57,MZ,1720918082
503,kurumkan,54.3,110.3,20.09,67,96,1.67,RU,1720918083
504,lincoln city,44.9582,-124.0179,25.24,77,0,6.26,US,1720918084
505,cromwell,41.5951,-72.6454,26.45,88,0,2.57,US,1720918085
506,egersund,58.4513,5.9997,16.72,95,100,1.36,NO,1720918088
507,mount pearl,47.5166,-52.7813,21.36,87,75,8.75,CA,1720918089
508,carutapera,-1.195,-46.02,23.51,94,32,2.28,BR,1720918090
509,mel'nikovo,56.5558,84.085,19.03,67,6,0.5,RU,1720918091
510,sarakhs,36.5449,61.1577,25.38,30,0,3.93,IR,1720918092
511,imamoglu,37.2651,35.6572,26.84,86,7,0.66,TR,1720918094
512,kurlovo,55.4325,40.4854,18.05,97,98,1.37,RU,1720918095
513,aldama,22.9167,-98.0667,28.22,86,85,2.67,MX,1720918096
514,norrtalje,59.758,18.705,16.35,75,100,6.47,SE,1720918097
515,bandar lampung,-5.4254,105.258,25.22,81,40,0.63,ID,1720918098
516,tambura,5.6,27.4667,20.17,97,100,0.68,SS,1720918100
517,latnaya,51.6586,38.9011,16.94,49,9,1.58,RU,1720918101
518,santa ines,-3.6667,-45.38,25.47,72,23,1.79,BR,1720918102
519,luwuk,-0.9516,122.7875,24.09,85,97,2.37,ID,1720918103
520,mustafabad,30.8922,73.4989,31.9,57,0,1.47,PK,1720918104
521,tughyl,47.7252,84.2063,21.94,47,98,1.02,KZ,1720918106
522,flying fish cove,-10.4217,105.6791,25.82,69,40,6.17,CX,1720918107
523,marshalltown,42.0494,-92.908,30.13,71,7,2.24,US,1720918108
524,vrangel',42.7297,133.0839,21.12,81,6,2.03,RU,1720918109
525,tazacorte,28.629,-17.9293,20.54,83,100,4.63,ES,1720918111
526,pitiquito,30.7,-112.0833,39.53,25,0,5.91,MX,1720917994
527,les avirons,-21.2418,55.3394,17.05,63,0,4.63,RE,1720918113
528,la plata,-34.9215,-57.9545,7.71,67,0,1.74,AR,1720918014
529,tolga,34.7222,5.3785,37.45,20,4,3.06,DZ,1720918115
530,touros,-5.1989,-35.4608,23.03,87,32,5.74,BR,1720918116
531,monywa,22.1167,95.1333,28.28,73,96,4.83,MM,1720918118
532,sultanah,24.4926,39.5857,37.25,10,0,3.09,SA,1720918119
533,al jubayl,27.0112,49.6583,34.91,38,5,6.98,SA,1720918120
534,dabola,10.75,-11.1167,21.9,98,99,1.46,GN,1720918121
535,toliara,-23.35,43.6667,17.95,53,0,2.74,MG,1720918122
536,webster city,42.4694,-93.816,30.18,94,0,4.12,US,1720918123
537,nizhneangarsk,55.7833,109.55,10.32,94,100,0.97,RU,1720918125
538,bodo,67.28,14.405,12.65,93,0,1.54,NO,1720918126
539,dungarpur,23.8333,73.7167,27.28,86,100,5.2,IN,1720918127
540,pama,11.2497,0.7075,26.29,69,100,3.02,BF,1720918128
541,ulimang,7.6242,134.6421,27.23,92,100,2.31,PW,1720918130
542,christchurch,-43.5333,172.6333,10.53,89,100,3.09,NZ,1720917414
543,kardla,58.9978,22.7492,18.92,95,100,5.11,EE,1720918132
544,shiprock,36.7855,-108.687,37.19,19,38,13.0,US,1720918133
545,ebute ikorodu,6.6009,3.4882,26.18,89,20,2.57,NG,1720918134
546,recreo,-29.2818,-65.061,6.96,45,0,4.46,AR,1720918136
547,buta,2.7858,24.73,21.45,99,75,0.81,CD,1720918137
548,hengchun,22.0042,120.7439,30.73,73,40,7.9,TW,1720918138
549,uray,60.1247,64.7758,11.25,85,6,3.48,RU,1720918139
550,traverse city,44.7631,-85.6206,24.63,70,0,1.58,US,1720918141
551,buyeo,36.2819,126.9125,26.9,86,97,3.67,KR,1720918142
552,tres arroyos,-38.3739,-60.2798,4.02,65,0,4.4,AR,1720918143
553,sesvete,45.8311,16.1164,20.77,88,0,1.54,HR,1720918144
554,ixtapa,20.7,-105.2,29.01,83,100,0.89,MX,1720918146
555,santiago de cao,-7.9589,-79.2392,17.07,94,75,5.14,PE,1720918147
556,meadow lake,34.8014,-106.5436,35.44,17,17,2.81,US,1720918148
557,humaita,-7.5061,-63.0208,23.11,59,99,1.62,BR,1720918149
558,kalaleh,37.3807,55.4916,21.78,73,20,2.06,IR,1720918150
559,rio gallegos,-51.6226,-69.2181,5.03,81,0,6.17,AR,1720918152
560,puerto madero,14.7208,-92.4215,28.86,73,44,2.49,MX,1720918153
